AtlantaHawks,21,20,9915,1540,3372,132,406,787,1042,587,1906,786,241,628,227,862,3999,14,1,2
BostonCeltics,26,15,9840,1553,3459,224,616,811,1077,583,1847,951,430,600,163,1055,4141,15,0,2
CharlotteHornets,30,11,9890,1492,3216,176,501,963,1252,423,1754,1120,386,607,264,820,4123,21,2,2
ChicagoBulls,12,29,9939,1271,3125,186,547,760,1092,551,1778,920,329,718,222,953,3488,7,1,8
ClevelandCavaliers,22,19,9965,1517,3402,199,483,900,1172,533,1834,1084,374,695,226,1109,4133,24,4,4
DallasMavericks,22,19,9840,1620,3543,247,639,696,865,464,1728,885,287,531,255,906,4183,25,6,0
DenverNuggets,25,16,9965,1561,3510,263,717,799,1105,585,1898,1047,284,600,409,992,4184,12,1,3
DetroitPistons,27,14,9890,1525,3313,213,603,997,1282,481,1746,834,330,644,137,1003,4260,13,1,2
GSWarriors,12,29,9865,1524,3555,168,543,773,1124,661,1930,1011,356,602,171,996,3989,14,2,6
HoustonRockets,22,19,9890,1546,3372,299,831,754,1038,510,1838,958,299,654,227,839,4145,21,5,4
IndianaPacers,36,5,9865,1558,3300,293,723,856,1046,394,1739,945,287,516,231,855,4265,12,2,3
LAClippers,10,31,9865,1452,3361,198,616,728,968,482,1662,711,319,641,239,931,3830,16,3,0
LALakers,36,5,9865,1579,3449,162,533,876,1256,598,2025,989,332,564,301,926,4196,10,1,2
MiamiHeat,33,8,9965,1560,3299,226,632,676,906,493,1833,986,304,575,282,960,4022,13,0,7
MilwaukeeBucks,23,18,9915,1602,3398,190,527,764,957,491,1701,971,336,576,165,976,4158,20,1,1
MinnesotaT-wolves,26,15,9965,1635,3478,130,377,665,858,514,1770,1172,295,540,240,921,4065,13,0,0
NJNets,22,19,9890,1515,3483,229,685,881,1115,578,1748,896,356,509,209,992,4140,14,1,0
NYKnicks,33,8,9915,1448,3143,174,454,772,961,374,1651,832,276,564,182,991,3842,10,0,0
OrlandoMagic,26,15,9867,1643,3540,158,450,805,1099,593,1864,888,380,652,223,965,4249,12,1,1
Philadelphia76ers,29,12,9940,1533,3414,114,341,812,1131,583,1861,948,417,632,190,955,3992,15,1,1
PhoenixSuns,32,9,9915,1587,3372,221,606,750,977,501,1790,1118,374,672,243,976,4145,16,2,1
PortlandTrailBlazers,30,11,9861,1525,3179,189,557,774,1013,488,1764,989,304,619,172,907,4013,29,3,3
SacramentoKings,30,11,9915,1676,3663,285,861,741,987,539,1914,990,369,624,205,847,4378,22,2,0
SanAntonioSpurs,31,10,9940,1499,3193,179,444,854,1135,479,1839,918,303,569,307,849,4031,15,2,1
SeattleSupersonics,24,17,9840,1567,3453,273,800,686,972,527,1764,996,356,564,168,898,4093,11,1,3
TorontoRaptors,26,15,9840,1493,3440,213,590,773,992,560,1745,1021,338,523,366,945,3972,18,0,4
UtahJazz,31,10,9890,1530,3185,181,459,835,1077,461,1681,1088,301,572,262,1005,4076,18,0,3
VancouverGrizzlies,12,29,9965,1467,3258,172,472,731,945,514,1742,888,318,654,202,918,3837,15,1,2
WashingtonWizards,17,24,9915,1530,3308,168,430,820,1082,493,1718,901,302,629,196,1070,4048,11,1,2
