AtlantaHawks,41,41,19730,3438,6935,181,533,1760,2279,1151,3387,2144,672,1294,389,1961,8817
BostonCeltics,30,52,19705,3438,7383,172,539,1648,2133,1046,3364,2078,736,1003,356,1845,8696
CharlotteHornets,63,19,19755,3438,6922,191,611,1865,2380,1063,3786,2066,638,1376,384,1754,8873
ChicagoBulls,27,55,19830,3361,6819,204,581,1784,2392,1968,3364,2110,665,1411,383,1742,8710
ClevelandCavaliers,40,42,19880,3418,7135,156,500,1444,1898,1134,3585,2137,680,1294,379,1893,8436
DallasMavericks,35,47,19315,3288,7013,175,587,1627,2161,1142,3540,1961,649,1236,388,1832,8378
DenverNuggets,39,43,19805,3589,7334,164,517,1939,2517,1021,3867,2073,613,1514,462,1911,9281
DetroitPistons,23,59,19805,3043,6809,186,558,1785,2342,1040,3321,1764,606,1248,304,2072,8057
GSWarriors,45,37,19705,3766,7885,261,733,1998,2633,1495,4089,2331,817,1422,430,2219,9791
HoustonRockets,41,41,19805,3399,7322,163,556,1671,2256,1175,3635,2010,790,1428,392,1819,8632
IndianaPacers,40,42,19880,3486,7225,173,541,1804,2395,1173,3470,1945,716,1189,321,2021,8949
LAClippers,52,30,19805,3432,7207,186,576,1737,2251,1149,3516,2092,828,1364,429,1950,8787
LALakers,19,63,19855,3382,7247,175,519,1584,2111,1131,3374,2009,669,1200,426,1909,8523
MiamiHeat,64,18,19730,3418,7010,158,462,2050,2716,1125,3592,2076,860,1473,477,1781,9044
MilwaukeeBucks,38,44,19830,3292,6871,181,564,1990,2570,1158,3563,2023,685,1506,444,1879,8755
MinnesotaT-wolves,60,22,19855,3081,6391,129,391,1859,2420,1050,3372,1880,578,1366,489,1748,8150
NJNets,65,17,19685,3403,7020,141,420,1906,2491,1144,3734,1871,768,1419,478,1886,8853
NYKnicks,37,45,19830,3497,7430,171,543,1598,2100,1249,3534,2126,719,1287,418,1869,8763
OrlandoMagic,64,18,19805,3864,7757,196,555,1897,2502,1173,3742,2333,734,1216,556,2060,9821
Philadelphia76ers,29,53,19805,3417,7117,196,660,1584,2054,1113,3469,2155,636,1234,380,1945,8630
PhoenixSuns,28,54,19855,3528,7588,200,563,1585,2163,1202,3537,2125,677,1254,395,2151,8841
PortlandTrailBlazers,23,59,19880,3351,7227,228,688,1917,2500,1044,3412,2026,667,1489,432,2086,8847
SacramentoKings,59,23,19755,3384,7158,160,507,1828,2324,1146,3677,2022,704,1168,391,1740,8756
SanAntonioSpurs,26,56,19730,3269,7090,231,624,1663,2169,1125,3366,1967,760,1420,416,1919,8432
SeattleSupersonics,41,41,19905,3257,6704,178,520,1992,2533,1007,3211,1862,634,1303,406,1976,8684
UtahJazz,27,55,19830,3164,6949,174,563,1865,2452,1100,3310,1885,736,1241,452,1910,8367
WashingtonBullets,51,31,19830,3511,7403,142,474,1845,2376,1198,3701,1952,644,1200,430,1780,9009
