AtlantaHawks,69,13,19855,3044,6389,467,1232,1846,2396,902,3385,1803,716,1170,484,1777,8401,21,3,1
BostonCeltics,37,45,19880,2960,6663,488,1370,1825,2423,1039,3466,1859,714,1210,402,1937,8233,47,2,3
CharlotteBobcats,64,18,19880,3015,6507,442,1224,1748,2279,959,3545,1768,624,1249,446,1858,8220,40,3,3
NOrleansHornets,64,18,19930,2847,6299,494,1346,1644,2122,947,3432,1742,634,1107,452,1728,7832,27,4,1
ChicagoBulls,35,47,19830,2763,6544,416,1245,1716,2305,975,3500,1711,685,1219,433,1913,7658,48,5,3
ClevelandCavaliers,40,42,19855,2913,6444,422,1122,1601,2135,938,3262,1737,549,1156,419,1770,7849,38,1,3
DallasMavericks,24,58,19730,2941,6712,451,1366,1601,2123,1072,3538,1714,584,1208,399,1899,7934,52,5,3
DenverNuggets,33,49,19755,2950,6606,463,1342,1632,2189,975,3416,1778,636,1284,457,1960,7995,48,6,2
DetroitPistons,28,54,19955,2791,6496,410,1213,1344,1790,928,3249,1618,610,1076,367,1851,7336,29,1,2
GSWarriors,48,34,19905,3133,6838,450,1240,1555,2087,1057,3828,1858,570,1196,418,1782,8271,34,3,1
HoustonRockets,31,51,19855,2720,6423,454,1343,1571,2116,892,3336,1696,607,1028,336,1773,7465,35,3,1
IndianaPacers,38,44,19905,2768,6285,391,1072,1637,2202,972,3388,1540,549,1102,392,1883,7564,38,1,3
LAClippers,45,37,20030,2936,6618,485,1317,1555,2041,986,3241,1732,638,1049,393,1934,7912,24,2,2
LALakers,48,34,19780,3141,6929,549,1523,1507,1931,1023,3476,2001,628,918,420,1814,8338,24,0,1
MiamiHeat,23,59,19980,2865,6705,441,1269,1621,2134,922,3319,1620,611,1014,262,2020,7792,29,4,4
MilwaukeeBucks,52,30,19780,3098,6678,463,1349,1559,2022,935,3348,1953,611,1046,367,1953,8218,25,2,2
MinnesotaT-wolves,38,44,19755,2967,6776,468,1291,1413,1880,1032,3391,1783,540,910,323,1629,7815,38,5,4
NJNets,40,42,19905,2710,6167,485,1319,1714,2304,874,3377,1666,601,1241,402,1881,7619,38,2,6
NYKnicks,49,33,19880,3001,6454,464,1276,1711,2264,969,3417,1697,602,1157,386,1736,8177,19,0,2
OrlandoMagic,46,36,19705,3081,6826,443,1291,1739,2306,1024,3452,1747,698,1137,354,1920,8344,24,0,1
Philadelphia76ers,39,43,19855,2930,6617,565,1560,1764,2299,951,3614,1878,681,1341,383,1929,8189,52,5,3
PhoenixSuns,20,62,19780,3328,7485,494,1476,1320,1775,1233,3783,1741,627,1084,342,1749,8470,32,2,2
PortlandTrailBlazers,55,27,19730,3056,6842,440,1283,1397,1851,1149,3461,1923,699,1033,410,1669,7949,32,1,4
SacramentoKings,32,50,19855,3186,6941,471,1318,1485,2011,1102,3634,1766,622,1160,364,1762,8328,30,3,3
SanAntonioSpurs,23,59,19805,2712,6359,323,881,1501,1955,893,3296,1385,594,1188,420,1890,7248,39,4,6
SeattleSupersonics,30,52,19755,2932,6381,470,1317,1591,2124,930,3104,1693,506,1052,387,1948,7925,49,1,4
TorontoRaptors,49,33,19805,3133,6708,435,1222,1610,2165,991,3711,1814,507,1136,360,1795,8311,39,4,2
UtahJazz,56,26,19780,2731,5965,486,1297,2027,2653,859,3089,1592,646,1145,476,2058,7975,47,2,2
MemphisGrizzlies,37,45,19705,2684,6215,426,1215,1679,2179,994,3380,1633,612,1227,473,1853,7473,37,4,4
WashingtonWizards,37,45,19780,3099,6748,521,1432,1549,2034,1017,3528,1885,587,1236,407,1994,8268,29,2,1
