AtlantaHawks,18,23,9890,1530,3346,237,670,736,983,500,1704,843,338,603,209,811,4033,9,1,2
BostonCeltics,14,27,9890,1377,3256,268,741,780,1008,449,1803,873,343,654,202,853,3802,8,0,0
CharlotteHornets,20,21,9890,1464,3317,228,590,752,986,467,1628,829,332,532,184,867,3908,17,2,2
ChicagoBulls,27,14,9890,1454,3225,217,585,785,1060,445,1739,1027,324,569,190,871,3910,19,3,3
ClevelandCavaliers,21,20,9915,1523,3367,229,577,707,943,469,1624,1020,277,514,220,849,3982,14,1,0
DallasMavericks,11,30,9865,1524,3426,198,591,783,1042,562,1881,843,283,558,186,908,4029,32,4,6
DenverNuggets,21,20,9940,1453,3284,219,569,776,1038,479,1686,982,322,538,270,814,3901,23,1,6
DetroitPistons,15,26,9840,1462,3305,174,497,647,854,500,1757,759,315,608,153,946,3745,21,2,1
GSWarriors,27,14,9890,1550,3443,198,578,798,1060,542,1751,944,358,567,235,990,4096,27,2,6
HoustonRockets,23,18,9990,1540,3421,177,503,591,785,500,1756,869,291,489,186,816,3848,16,1,0
IndianaPacers,16,25,9990,1473,3372,208,580,779,1045,509,1777,858,319,548,231,913,3933,20,1,3
LAClippers,16,25,9890,1489,3403,186,565,650,881,524,1654,908,303,498,210,872,3814,21,1,2
LALakers,7,34,9840,1376,3356,196,637,783,1039,491,1734,752,297,568,172,958,3731,23,2,1
MiamiHeat,23,18,9940,1338,3152,193,549,758,1041,444,1664,667,309,533,155,858,3627,23,1,4
MilwaukeeBucks,16,25,10015,1476,3421,222,630,725,955,529,1711,905,303,485,175,818,3899,20,1,5
MinnesotaT-wolves,12,29,9840,1456,3319,249,656,700,946,457,1570,910,242,515,198,842,3861,14,0,4
NJNets,8,33,9915,1424,3367,205,594,683,881,505,1694,716,334,655,218,855,3736,22,4,8
NYKnicks,22,19,9915,1417,3297,223,648,755,1010,487,1736,804,365,522,143,840,3812,20,3,4
OrlandoMagic,14,27,9965,1511,3412,174,555,715,976,542,1832,914,349,676,161,873,3911,14,2,4
Philadelphia76ers,19,22,9890,1379,3226,222,649,728,959,480,1670,872,312,555,188,945,3708,23,0,4
PhoenixSuns,18,23,9890,1455,3364,214,629,693,934,518,1744,878,325,597,221,788,3817,14,0,1
PortlandTrailBlazers,11,30,9940,1452,3238,228,636,665,890,401,1513,968,309,568,185,841,3797,27,2,0
SacramentoKings,5,36,9865,1507,3495,174,533,626,872,511,1798,859,298,628,175,931,3814,24,4,1
SanAntonioSpurs,9,32,9915,1434,3340,181,526,631,810,488,1674,720,320,610,208,963,3680,23,2,5
SeattleSupersonics,15,26,9890,1420,3253,235,674,692,947,530,1661,830,290,603,201,824,3767,21,3,4
TorontoRaptors,17,24,9915,1363,3198,202,591,755,998,470,1654,758,338,600,189,777,3683,24,2,2
UtahJazz,16,25,9965,1377,3141,250,655,879,1151,475,1569,739,374,675,279,1074,3883,29,4,6
MemphisGrizzlies,26,15,9865,1536,3394,196,551,665,907,559,1809,954,380,556,219,905,3933,9,0,2
WashingtonWizards,19,22,9890,1468,3246,211,609,694,910,461,1609,874,276,535,206,860,3841,18,3,3
