AtlantaHawks,39,43,19755,3568,7219,217,621,1587,2069,1080,3579,2320,688,1291,361,2034,8940
BostonCeltics,26,56,19805,3419,7559,191,611,1639,2084,1192,3396,2052,738,1127,381,1660,8668
CharlotteHornets,56,26,19805,3408,6915,191,611,1884,2441,1151,3665,2144,675,1406,480,1841,8858
ChicagoBulls,21,61,19755,3267,6884,190,626,1554,2017,1062,3224,2016,633,1402,348,1826,8278
ClevelandCavaliers,49,33,19830,3459,7117,163,505,1464,1916,1097,3495,2150,710,1226,394,1895,8545
DallasMavericks,54,28,19805,3346,6945,178,583,1700,2296,1116,3605,2025,650,1147,400,1778,8570
DenverNuggets,62,20,19730,4076,7962,191,611,2377,3068,1242,4309,2492,757,1527,525,1844,10723
DetroitPistons,32,50,19805,3053,6743,157,504,1674,2173,1002,3276,1736,581,1127,289,1987,7937
GSWarriors,38,44,19805,3544,7439,221,686,2121,2797,1292,3772,2164,726,1534,437,2206,9430
HoustonRockets,30,52,19585,3337,7316,183,621,1609,2086,1242,3673,1965,711,1415,357,1786,8466
IndianaPacers,41,41,19625,3577,7299,186,609,1851,2490,1202,3515,2063,729,1260,353,2037,9191
LAClippers,51,31,19805,3337,7151,199,593,1901,2529,1115,3609,1982,773,1316,491,1887,8774
LALakers,24,58,19830,3354,7262,178,573,1278,1700,1131,3318,1998,668,1175,334,1823,8164
MiamiHeat,58,24,19780,3335,6974,173,514,1997,2603,1176,3540,2006,853,1466,502,1960,8840
MilwaukeeBucks,34,48,19855,3290,6775,189,574,1755,2312,1108,3423,2023,704,1531,461,1912,8524
MinnesotaT-wolves,53,29,19905,3320,6778,171,505,1680,2219,1094,3473,2142,512,1238,511,1692,8491
NJNets,56,26,19830,3374,7206,136,442,1927,2493,1287,3814,1737,831,1452,540,1896,8811
NYKnicks,43,39,19955,3410,7162,183,545,1471,1903,1119,3455,1999,724,1230,368,1813,8474
OrlandoMagic,51,31,19780,3454,7232,223,674,1879,2451,1095,3595,2118,706,1215,654,1983,9010
Philadelphia76ers,38,44,20080,3536,7432,196,660,1388,1794,1156,3675,2220,691,1177,391,1862,8656
PhoenixSuns,27,55,19730,3462,7499,182,584,1705,2244,1195,3493,1972,682,1282,463,2059,8811
PortlandTrailBlazers,19,63,19905,3320,7275,236,730,1819,2341,1079,3433,2048,630,1397,352,2075,8695
SacramentoKings,57,25,19705,3142,6687,191,611,2045,2686,1164,3707,1912,699,1312,448,1847,8484
SanAntonioSpurs,27,55,19830,3265,7289,218,704,1664,2187,1122,3392,1928,801,1260,437,2008,8412
SeattleSupersonics,41,41,19880,3285,6738,207,633,1866,2459,1107,3256,1851,729,1485,446,1820,8643
UtahJazz,28,54,19780,3217,7011,205,667,1615,2090,1101,3379,1858,686,1254,409,1995,8254
WashingtonBullets,52,30,19855,3396,7280,166,555,1763,2288,1232,3705,1861,727,1254,492,1778,8721
