AtlantaHawks,16,25,9878,1445,3235,304,821,807,1098,438,1604,738,309,495,204,839,4001,18,0,0
BostonCeltics,27,14,9902,1471,3105,255,670,791,1040,438,1743,847,314,656,188,980,3988,25,0,0
CharlotteBobcats,12,29,9970,1455,3193,259,679,665,915,446,1567,873,294,599,152,875,3834,12,0,0
ChicagoBulls,13,28,10005,1552,3427,255,674,741,938,477,1708,845,292,597,199,908,4100,18,0,0
ClevelandCavaliers,27,14,9895,1477,3219,329,846,744,1012,444,1706,768,271,501,203,866,4027,23,0,0
DallasMavericks,18,23,9878,1517,3408,274,837,681,839,448,1724,792,279,490,196,804,3989,8,0,0
DenverNuggets,21,20,9866,1504,3235,259,703,868,1124,450,1669,796,351,621,193,958,4135,30,0,0
DetroitPistons,18,23,9984,1477,3305,208,574,687,908,481,1712,811,249,453,169,861,3849,23,0,0
GSWarriors,8,33,9850,1557,3530,270,743,854,1106,480,1717,793,331,615,238,904,4238,16,0,0
HoustonRockets,20,21,9853,1456,3230,314,833,754,943,412,1689,795,260,564,164,814,3980,12,0,0
IndianaPacers,11,30,9834,1599,3516,318,865,725,881,444,1707,914,301,589,176,964,4241,10,0,0
LAClippers,8,33,9999,1493,3388,273,754,691,920,444,1638,835,285,595,206,831,3950,12,0,0
LALakers,29,12,9868,1639,3466,260,730,804,1032,495,1725,876,351,515,173,842,4342,22,0,0
MemphisGrizzlies,8,33,9907,1411,3140,191,544,780,1031,410,1554,710,315,604,171,895,3793,8,0,0
MiamiHeat,15,26,9909,1493,3340,268,805,674,892,411,1558,880,306,460,219,888,3928,17,0,0
MilwaukeeBucks,12,29,9867,1461,3351,246,689,762,979,471,1639,810,292,583,157,1006,3930,4,0,0
MinnesotaT-wolves,13,28,9869,1476,3343,293,786,746,937,485,1722,838,234,555,166,870,3991,15,0,0
NJNets,15,26,9930,1475,3270,327,856,749,963,400,1587,789,281,499,196,929,4026,7,0,0
NOrleansHornets,21,20,9913,1464,3238,283,765,698,868,389,1594,751,290,467,165,844,3909,28,0,0
NYKnicks,12,29,9889,1573,3562,419,1180,677,869,435,1688,904,315,570,112,815,4242,20,0,0
OrlandoMagic,27,14,9858,1461,3212,424,1090,789,1092,379,1734,798,271,542,211,857,4135,20,0,0
Philadelphia76ers,17,24,9902,1497,3268,168,551,820,1114,512,1662,781,340,571,208,835,3982,11,0,0
PhoenixSuns,18,23,9914,1629,3337,277,763,819,1096,436,1656,971,305,663,197,880,4354,18,0,0
PortlandTrailBlazers,20,21,9893,1450,3195,303,774,696,925,481,1657,760,245,507,180,867,3899,9,0,0
SacramentoKings,6,35,9935,1481,3302,291,775,807,993,389,1539,826,289,624,168,966,4060,24,0,0
SanAntonioSpurs,26,15,10004,1494,3319,301,811,656,833,381,1717,843,245,463,165,808,3945,4,0,0
OklahomaCityThunder,8,33,9931,1512,3431,164,482,864,1067,517,1728,845,311,624,176,862,4052,5,0,0
TorontoRaptors,15,26,9874,1485,3338,243,682,740,927,416,1661,890,260,549,177,810,3953,13,0,0
UtahJazz,15,26,10015,1548,3339,188,578,903,1177,477,1640,975,365,620,181,977,4187,9,0,0
WashingtonWizards,6,35,9861,1487,3317,192,593,718,950,455,1614,764,295,562,171,820,3884,6,0,0
