AtlantaHawks,32,50,19880,2961,6698,348,1017,1302,1772,1081,3233,1753,616,1057,372,1892,7572,43,1,3
BostonCeltics,46,36,19730,2864,5981,299,940,2052,2757,1015,3461,1815,696,1612,406,1719,8079,28,1,3
CharlotteHornets,31,51,19780,2977,6417,369,1063,1436,1972,962,3219,1806,582,1194,372,1902,7759,32,2,4
ChicagoBulls,20,62,19855,2797,6483,329,1022,1425,1956,1016,3255,1595,652,1221,351,1774,7348,32,3,3
ClevelandCavaliers,35,47,19830,2689,6214,341,992,1642,2175,950,3178,1794,707,1389,455,1905,7361,40,5,6
DallasMavericks,62,20,19905,3138,6819,386,1130,1333,1868,1222,3867,1882,658,1190,374,1608,7995,38,3,7
DenverNuggets,71,11,19730,3015,6370,419,1105,1817,2410,1095,3496,1983,662,1201,532,1782,8266,23,3,5
DetroitPistons,45,37,19955,2840,6377,363,1100,1549,2077,991,3325,1753,648,1192,382,1874,7592,28,1,6
GSWarriors,63,19,19830,2992,6742,334,965,1667,2286,1134,3669,2012,757,1121,477,1638,7985,21,2,2
HoustonRockets,41,41,19830,3173,6769,409,1122,1406,1891,1041,3367,1914,733,1136,364,1747,8161,24,3,2
IndianaPacers,24,58,19830,2788,6451,274,868,1525,2096,1114,3368,1586,644,1182,366,1847,7375,31,0,3
LAClippers,65,17,19780,3236,6832,334,928,1663,2267,1167,3633,1822,727,1123,404,1744,8469,21,2,2
LALakers,21,61,19830,2984,6800,380,1073,1669,2283,1123,3462,1841,660,1216,423,2151,8017,30,4,4
MiamiHeat,27,55,19755,2723,6345,305,921,1632,2195,1058,3290,1630,637,1159,370,1847,7383,36,1,7
MilwaukeeBucks,46,36,19930,2911,6320,304,929,1779,2393,1001,3263,1744,764,1298,397,1808,7905,19,1,1
MinnesotaT-wolves,37,45,19930,3076,6860,432,1206,1648,2220,1116,3527,1914,609,1175,412,1858,8232,33,1,2
NJNets,39,43,19880,3016,6406,356,1031,1653,2211,1079,3395,1771,616,1435,515,2023,8041,43,6,6
NYKnicks,39,43,19830,2624,6131,331,1045,1728,2304,854,3195,1585,653,1173,313,1705,7307,39,1,5
OrlandoMagic,41,41,19830,2930,6460,313,967,1302,1769,1089,3357,1740,747,1200,388,1866,7475,44,7,11
Philadelphia76ers,51,31,19755,2906,6440,384,1115,1651,2262,1115,3456,1927,766,1269,508,1904,7847,25,3,4
PhoenixSuns,26,56,19955,2923,6620,394,1091,1501,2051,1051,3394,1803,720,1302,321,1769,7741,40,3,4
PortlandTrailBlazers,36,46,19830,2810,6519,373,1087,1626,2253,1011,3212,1764,770,1123,445,1823,7619,33,2,3
SacramentoKings,55,27,19730,3095,6776,345,968,1560,2100,1157,3690,1824,694,1199,466,1775,8095,31,5,2
SanAntonioSpurs,26,56,19830,2737,6656,338,1029,1448,1956,1017,3253,1556,730,993,378,1845,7260,37,8,7
SeattleSupersonics,21,61,19755,2896,6491,417,1287,1449,2001,1141,3455,1817,640,1308,390,1824,7658,32,2,3
TorontoRaptors,66,16,19930,3271,6826,396,1034,1603,2289,1270,3775,2219,737,1322,514,1748,8541,23,3,3
UtahJazz,20,62,19780,2806,6391,395,1120,1730,2285,983,2995,1690,645,1118,423,2133,7737,44,3,9
VancouverGrizzlies,63,19,19830,3230,6798,428,1111,1634,2232,1144,3503,2101,836,1107,534,1832,8522,17,3,2
WashingtonWizards,40,42,19805,2975,6540,348,977,1623,2172,1029,3497,1725,632,1272,372,1924,7921,30,2,4
