AtlantaHawks,29,12,9923,1498,3157,236,603,859,1180,480,1694,939,309,573,235,913,4091,6,0,0
BostonCeltics,29,12,9906,1473,3165,214,608,933,1266,451,1688,901,302,612,254,899,4093,12,0,0
CharlotteBobcats,28,13,10005,1534,3225,248,643,926,1226,449,1731,929,342,609,229,861,4242,21,0,0
ChicagoBulls,23,18,9922,1441,3224,269,726,869,1183,465,1739,873,317,690,215,966,4020,15,0,0
ClevelandCavaliers,21,20,9952,1448,3149,203,614,828,1125,415,1672,855,257,589,184,902,3927,20,0,0
DallasMavericks,10,31,9825,1370,3090,190,517,870,1155,398,1551,750,277,536,158,904,3800,13,0,0
DenverNuggets,19,22,9891,1651,3516,288,796,703,922,473,1676,1000,336,639,218,947,4293,12,0,0
DetroitPistons,14,27,9979,1391,3147,221,634,720,978,473,1666,820,250,593,134,819,3723,12,0,0
GSWarriors,29,12,9844,1640,3448,318,828,922,1201,503,1908,1038,344,691,228,879,4520,12,0,0
HoustonRockets,17,24,9971,1400,3290,214,650,822,1076,435,1720,791,289,553,197,805,3836,13,0,0
IndianaPacers,28,13,9841,1511,3209,225,582,854,1136,453,1729,899,326,587,212,944,4101,21,0,0
LAClippers,26,15,9876,1470,3208,237,674,858,1121,446,1650,867,305,512,160,863,4035,13,0,0
LALakers,24,17,9988,1541,3316,252,735,907,1205,498,1779,878,309,574,205,932,4241,11,0,0
MemphisGrizzlies,33,8,9952,1655,3392,278,733,749,1012,497,1741,1089,348,576,242,960,4337,14,0,0
MiamiHeat,24,17,9996,1487,3329,286,776,805,1099,463,1764,922,271,524,177,889,4065,21,0,0
MilwaukeeBucks,31,10,9933,1609,3372,299,829,821,1088,564,1847,1039,315,620,249,855,4338,17,0,0
MinnesotaT-wolves,29,12,9991,1532,3302,248,714,761,997,470,1701,885,298,567,185,828,4073,14,0,0
NJNets,24,17,9934,1471,3214,259,717,860,1133,445,1705,867,276,551,209,896,4061,10,0,0
NOrleansHornets,26,15,9856,1505,3241,285,787,731,955,391,1597,920,298,553,211,878,4026,8,0,0
NYKnicks,27,14,10020,1528,3273,285,750,792,1061,452,1602,936,314,551,224,912,4133,9,0,0
OrlandoMagic,26,15,9928,1416,3131,229,660,902,1193,445,1614,902,334,547,201,906,3963,15,0,0
Philadelphia76ers,27,14,9964,1534,3259,261,707,781,1034,496,1685,919,277,623,169,890,4110,11,0,0
PhoenixSuns,13,28,10007,1683,3558,265,707,726,953,505,1785,907,282,628,152,894,4357,15,0,0
PortlandTrailBlazers,27,14,10037,1503,3166,243,650,852,1099,442,1633,877,275,539,230,897,4101,14,0,0
SacramentoKings,28,13,9867,1586,3268,285,727,806,1068,430,1804,1009,308,682,225,977,4263,9,0,0
SanAntonioSpurs,14,27,9895,1412,3234,181,547,709,942,454,1631,707,288,547,171,819,3714,18,0,0
SeattleSupersonics,30,11,9972,1606,3316,280,747,796,1075,514,1733,965,277,554,160,784,4288,14,0,0
TorontoRaptors,24,17,9884,1562,3316,244,706,726,970,435,1812,925,250,609,175,881,4094,10,0,0
UtahJazz,21,20,9885,1449,3169,229,697,948,1248,462,1621,827,323,597,240,975,4075,13,0,0
WashingtonWizards,26,15,9926,1598,3397,308,821,827,1103,502,1824,990,245,589,195,954,4331,16,0,0
